zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,18,23,29,20,8,138,24,5,2,74,23,65,72
,21,12,38,5,34,71,3,4,66,8,48,20,60
,21,17,15,6,24,101,24,33,13,65,47,73,13
,5,1,34,4,10,135,9,16,59,76,43,25,49
,1,25,11,6,36,7,19,7,42,51,23,19,36
,5,21,26,9,22,52,13,2,6,12,1,39,77
,15,30,37,13,17,142,7,34,55,73,5,67,52
,7,27,27,16,27,106,3,4,66,8,26,18,46
,3,18,5,17,25,129,10,25,39,27,46,84,50
,13,14,9,2,36,57,21,43,35,43,3,51,70
,9,24,46,9,51,40,7,39,57,83,8,63,23
,8,5,24,9,43,127,11,46,4,42,20,45,23
,7,22,19,8,27,25,1,15,15,23,19,13,78
,8,23,36,9,1,105,5,3,56,70,73,24,18
,14,13,13,9,27,74,24,40,39,10,49,7,84
,10,26,33,7,4,111,3,9,18,57,7,69,39
,23,7,38,5,23,81,17,2,57,32,31,1,72
,23,28,38,9,29,59,8,45,53,23,74,78,5
,12,2,29,8,11,100,6,38,12,22,2,7,52
,11,1,1,12,35,142,9,21,70,53,37,62,64
,12,12,33,5,36,27,16,7,73,8,58,74,3
,15,9,25,17,51,66,18,33,5,38,59,11,55
,23,1,45,5,31,55,1,14,56,32,8,29,25
,15,17,26,1,15,79,4,20,51,79,32,9,35
,22,3,48,2,12,21,24,47,44,54,36,67,12
,13,9,19,19,18,66,1,31,38,58,37,18,63
,3,21,22,4,47,48,7,26,66,65,82,3,68
,14,3,45,20,28,134,10,2,32,4,18,38,12
,11,3,45,3,58,105,3,27,55,44,51,17,8
,24,23,44,17,26,129,8,12,30,13,52,72,39
,11,26,49,19,40,108,16,47,30,68,67,18,30
,6,15,8,7,54,54,12,47,57,64,75,83,85
,17,24,49,13,11,11,25,39,57,80,54,66,83
,7,2,8,19,4,69,13,30,24,25,66,6,82
,1,23,27,19,23,17,3,1,8,85,71,65,14
,8,14,43,7,52,141,13,38,64,1,52,36,84
,23,19,5,9,19,30,13,4,70,68,20,54,72
,11,21,25,15,36,117,11,38,13,69,45,30,14
,10,7,37,7,35,94,16,40,20,45,39,21,67
,9,13,12,9,45,116,5,25,22,20,29,65,14
,20,2,20,1,59,101,21,18,27,68,59,75,58
,14,12,14,19,15,107,7,43,13,23,57,52,82
,16,15,37,15,39,144,13,39,46,78,57,65,46
,16,21,23,6,48,112,9,38,68,65,76,27,27
,12,29,1,15,51,70,16,29,19,51,61,7,72
,17,9,18,1,59,56,13,23,13,2,19,10,38
,5,22,22,12,29,130,25,15,45,48,1,75,75
,1,19,15,20,9,109,3,13,69,9,17,6,53
,8,2,45,2,35,84,13,28,7,17,1,31,10
,9,25,21,20,55,17,22,24,54,20,8,10,75
,3,17,24,4,34,40,22,2,61,16,50,18,59
,24,24,49,5,38,15,1,22,36,27,83,26,22
,3,24,11,7,11,63,2,35,25,66,41,23,76
,1,24,1,12,46,102,3,21,3,12,46,33,44
,22,23,34,2,48,55,14,5,56,73,83,47,23
,15,22,19,18,42,141,11,12,64,6,56,12,14
,5,10,45,18,30,16,9,13,24,31,49,21,40
,11,12,3,7,47,60,5,29,49,58,23,59,72
,8,6,12,8,4,77,24,48,26,12,63,49,80
,13,18,18,16,31,97,18,14,43,84,15,45,37
,5,21,40,13,3,113,11,7,72,63,33,29,12
,3,23,37,7,55,6,25,12,73,77,84,13,62
,9,30,33,2,26,4,18,47,51,82,48,26,59
,13,17,30,12,50,150,13,18,70,58,9,1,35
,15,5,28,14,58,86,16,44,2,49,54,40,76
,11,28,8,10,7,15,25,10,29,14,81,53,61
,11,8,21,6,12,90,6,38,47,53,35,68,59
,18,14,15,7,40,24,19,21,67,24,77,2,15
,11,10,7,2,39,139,20,1,35,47,18,12,13
,8,3,20,17,2,106,18,36,42,37,78,76,9
,23,6,28,7,41,150,3,31,45,40,70,59,40
,12,14,21,12,32,115,18,21,73,64,68,44,85
,20,22,48,4,46,150,3,28,61,46,31,79,6
,7,9,36,17,21,49,3,50,31,35,34,32,55
,18,11,23,7,28,103,18,10,57,39,39,66,64
,7,23,41,12,36,122,8,29,73,66,82,33,27
,21,30,39,20,22,136,9,47,24,16,39,57,55
,1,15,41,2,35,48,6,29,16,36,16,25,33
,20,12,22,19,6,17,13,10,51,67,50,29,11
,19,21,28,20,7,27,2,28,39,55,67,15,83
,20,19,39,8,49,73,14,38,17,60,32,84,30
,5,17,31,8,48,32,11,1,26,44,31,36,48
,5,3,25,10,11,43,16,11,54,66,10,1,59
,22,27,34,10,36,44,20,16,41,60,36,65,24
,17,23,48,7,19,32,2,45,41,16,81,50,17
,8,26,45,19,13,35,5,15,43,32,40,29,81
,22,9,34,13,58,11,4,21,26,35,63,25,61
,19,28,48,8,46,6,22,4,25,33,46,61,61
,16,5,21,16,48,19,1,25,38,7,9,30,45
,3,27,19,1,17,64,24,36,38,80,58,54,81
,5,15,42,7,57,63,12,7,37,85,51,60,81
,24,2,14,7,59,19,14,3,63,20,1,31,51
,14,7,15,2,49,62,19,19,56,26,57,14,46
,1,10,21,18,53,41,4,23,56,4,70,58,15
,13,30,39,8,57,134,11,36,62,23,6,2,73
,21,19,35,2,56,94,5,38,56,80,6,51,3
,15,16,31,14,42,113,3,1,6,83,64,17,60
,6,28,36,5,30,38,10,32,1,17,68,41,66
,8,1,37,4,19,22,24,22,60,27,46,76,55
,14,16,35,17,26,124,17,25,42,58,69,63,13
,6,5,34,16,4,43,2,19,50,42,85,65,3
,24,8,7,20,58,145,23,1,66,58,13,23,44
,18,13,24,4,47,4,13,44,14,6,44,67,48
,21,5,50,11,35,87,12,41,44,48,63,4,67
,12,8,37,8,38,142,16,44,51,11,81,43,32
,22,1,18,4,4,128,24,23,54,15,85,40,13
,19,8,41,11,25,77,22,10,68,66,84,34,51
,23,5,35,6,53,110,16,47,33,41,10,42,4
,24,5,13,1,36,79,19,11,56,54,79,52,40
,19,30,40,20,51,58,10,19,14,62,24,16,9
,16,6,25,16,23,86,25,23,28,46,56,67,23
,17,26,33,5,32,40,17,10,49,31,67,20,1
,22,23,29,9,36,144,20,39,51,58,20,70,57
,14,6,34,10,59,122,15,11,25,21,68,34,85
,12,24,2,9,9,75,19,35,65,18,55,66,48
,1,25,22,13,28,93,17,23,74,38,50,67,54
,10,5,37,11,15,18,15,21,22,21,59,54,16
,25,30,42,19,19,69,24,32,38,3,83,63,36
,20,10,31,3,54,10,9,2,34,2,14,31,14
,16,3,23,1,48,114,23,2,8,70,55,85,59
,23,23,33,18,60,35,20,10,74,24,7,21,58
,14,3,49,18,47,100,2,19,8,20,30,49,23
,9,16,5,14,32,139,21,13,12,36,56,8,40
,1,28,42,10,13,42,3,11,64,8,32,53,76
,9,22,34,19,32,4,16,30,31,63,22,2,21
,2,19,30,14,60,85,18,29,4,69,45,10,60
,6,13,38,11,55,84,23,35,11,39,44,33,7
,13,6,45,5,7,19,16,28,32,67,38,15,11
,21,5,23,17,43,121,24,33,34,60,33,31,76
,1,21,15,9,32,31,12,2,32,41,32,53,79
,20,16,30,20,56,108,22,10,38,66,72,77,57
,6,27,25,20,16,78,22,6,74,71,85,4,58
,14,8,13,7,23,21,1,16,20,34,64,72,9
,12,16,1,5,25,42,10,48,24,26,2,19,24
,24,7,4,20,60,96,11,32,17,13,33,37,44
,17,20,46,18,46,90,1,28,66,7,73,74,17
,3,28,31,4,23,47,21,50,12,47,51,19,61
,4,19,38,2,42,111,20,17,1,35,67,24,52
,19,19,11,6,16,23,25,29,45,49,33,22,58
,21,9,5,11,16,36,10,31,16,75,21,74,17
,1,18,12,12,31,114,3,22,17,73,26,61,9
,3,12,9,19,7,98,13,20,40,42,62,60,83
,20,12,21,19,2,84,1,25,75,47,66,33,85
,3,20,36,12,54,54,18,28,27,57,19,18,40
,23,15,42,8,55,132,24,9,59,71,10,73,28
,23,19,23,4,12,149,5,10,62,23,25,50,27
,13,16,50,12,23,42,12,33,56,11,18,15,39
,24,11,8,17,24,84,6,31,71,41,1,74,80
,24,2,3,1,32,73,18,20,13,83,68,47,9
,5,2,6,17,11,49,4,33,8,32,67,37,35
,16,20,6,8,60,114,19,5,7,25,3,36,15
,23,6,37,3,53,5,10,35,44,64,22,58,50
,22,5,28,8,59,25,22,38,59,27,27,18,28
,24,29,42,7,56,72,19,37,65,77,44,82,15
,24,2,16,13,38,147,21,13,10,84,37,16,43
,9,28,42,20,58,71,24,14,20,58,46,48,67
,13,18,42,17,9,2,3,33,32,44,47,19,73
,3,20,8,16,35,80,6,46,68,19,23,52,66
,24,26,36,11,33,80,5,10,2,53,5,41,65
,21,9,41,14,10,47,2,43,42,25,24,53,11
,20,21,21,6,37,66,9,42,35,8,1,30,17
,19,11,33,13,59,71,4,50,70,41,74,68,47
,21,26,44,7,10,103,3,7,6,26,68,59,28
,19,16,17,15,3,67,2,50,36,10,1,47,45
,16,17,39,11,29,149,1,6,22,35,34,31,14
,8,12,26,11,26,63,9,30,30,45,81,15,36
,24,12,24,19,29,129,18,12,10,23,60,66,2
,25,5,18,3,24,45,23,9,17,85,39,66,67
,19,9,28,19,10,146,6,30,37,84,38,51,18
,17,26,50,18,31,64,6,43,34,65,71,52,44
,10,8,21,15,38,135,9,14,50,35,40,49,36
,25,7,46,9,16,92,4,20,27,9,46,62,7
,24,22,6,14,27,94,1,50,58,77,45,70,59
,8,18,1,10,15,73,15,9,40,46,25,20,83
,19,2,32,15,56,22,8,16,14,31,68,72,34
,25,1,30,17,8,52,13,27,61,43,63,41,40
,6,8,42,4,37,7,8,46,41,4,76,66,70
,5,20,12,6,38,18,20,21,39,5,26,10,55
,15,4,27,11,19,62,18,29,74,32,80,40,18
,14,29,8,12,24,68,10,25,31,46,31,60,70
,22,26,3,2,22,89,1,46,38,49,42,26,3
,19,18,4,15,52,94,8,39,61,37,43,38,20
,4,20,22,10,5,14,3,19,22,24,18,60,35
,8,20,7,4,41,6,2,43,62,33,58,29,41
,15,30,18,9,29,41,18,9,59,19,40,48,33
,12,19,3,5,36,148,6,9,75,5,31,43,53
,8,27,37,19,58,123,20,3,17,76,36,41,4
,1,12,22,6,14,20,11,36,53,45,33,61,56
,3,24,12,6,36,24,15,8,74,1,21,81,61
,6,18,43,4,40,141,16,33,57,11,62,50,43
,18,1,15,2,50,35,22,45,3,71,71,72,26
,10,11,24,20,46,85,21,23,43,64,77,40,18
,20,7,39,17,13,127,20,45,57,63,39,43,23
,25,14,35,16,46,124,18,17,71,18,18,61,42
,18,17,35,2,52,86,9,40,39,36,27,35,35
,5,30,5,10,21,119,6,41,62,41,48,36,64
,22,28,38,13,45,90,7,14,70,26,61,49,34
,18,12,44,11,57,140,16,6,62,51,60,21,17
,13,4,22,6,9,94,12,12,65,13,74,1,24
,6,27,29,7,13,96,16,45,14,12,71,69,9
,24,11,17,18,56,30,6,20,30,25,54,32,34
,2,28,5,15,24,93,2,38,14,57,20,85,52
,13,3,4,15,2,32,15,1,34,79,75,1,3
,14,16,33,11,35,20,16,42,69,55,24,43,44
,7,27,29,9,51,96,1,1,52,83,17,64,67
,19,27,12,13,26,12,18,12,8,59,39,70,46
,14,2,10,7,45,21,2,45,48,67,30,38,26
,20,14,27,11,30,32,25,20,36,34,77,72,49
,5,13,19,14,60,67,17,26,12,42,72,51,20
,1,13,34,16,1,122,22,9,73,57,16,79,52
,18,4,7,7,21,53,24,21,72,53,63,36,77
,25,22,10,7,41,127,8,19,48,82,24,24,75
,9,14,4,19,26,10,8,11,31,13,49,40,48
,5,25,18,1,26,134,22,26,5,77,12,7,1
,15,3,43,10,22,41,16,48,7,66,44,35,14
,2,26,6,14,49,120,25,15,13,12,18,16,45
,6,1,7,15,59,71,25,17,64,74,10,63,81
,25,16,39,20,60,133,9,5,24,32,9,22,26
,23,30,30,12,53,103,13,41,71,65,13,34,31
,8,2,27,12,26,57,20,27,64,66,85,52,55
,24,19,40,7,27,24,23,36,49,54,11,64,49
,21,1,40,8,14,108,23,21,72,10,71,34,74
,14,3,37,18,42,85,20,34,7,49,17,37,7
,16,15,27,18,6,25,3,21,15,46,45,50,46
,15,19,41,13,41,132,24,46,21,44,70,33,79
,22,30,6,1,14,122,25,50,37,73,38,56,11
,16,5,39,20,56,99,17,21,58,40,51,17,61
,22,12,42,10,20,6,10,25,60,56,53,12,2
,6,29,10,16,23,110,21,4,11,54,78,14,85
,9,13,4,18,24,40,16,30,35,24,33,24,33
,4,26,13,20,56,84,9,23,68,4,52,78,56
,8,26,9,4,58,119,6,3,54,20,3,38,62
,7,29,48,15,8,3,4,45,45,73,14,3,3
,20,6,31,9,16,90,15,10,75,84,12,15,71
,11,23,5,10,29,117,23,48,2,41,62,23,27
,22,4,47,7,1,83,12,27,6,27,31,75,54
,4,5,17,12,28,63,8,10,26,11,69,26,13
,16,21,7,3,22,148,1,17,42,24,57,13,77
,21,1,4,16,4,86,13,28,8,79,65,35,79
,24,6,7,9,48,141,1,13,7,58,26,66,64
,3,14,3,20,7,4,5,48,10,55,11,25,23
,5,7,49,16,42,102,9,3,24,52,61,23,36
,8,10,8,6,51,144,1,10,13,14,61,2,23
,20,7,48,1,8,43,17,14,42,74,34,84,12
,12,3,28,2,36,113,13,37,73,3,70,4,85
,15,6,45,5,35,6,11,37,26,49,20,32,61
,12,27,39,18,37,139,20,35,68,74,52,44,12
,2,8,46,12,38,74,13,17,7,69,7,14,40
,19,8,27,3,44,39,9,30,39,30,21,34,62
,17,28,16,1,49,39,3,6,13,27,26,17,82
,5,20,22,20,39,113,15,43,19,63,69,58,75
,21,12,29,2,19,127,7,43,42,42,25,80,4
,13,12,45,6,10,30,6,22,35,58,62,75,66
,9,8,14,7,1,73,25,22,53,80,19,4,77
,9,25,44,9,38,57,11,13,51,28,25,1,75
,14,9,20,10,27,109,9,41,41,11,45,77,25
,25,30,47,16,9,115,11,34,36,17,33,61,44
,12,18,28,18,46,61,11,42,51,14,56,30,9
,17,13,25,17,6,148,15,28,58,58,16,35,74
,24,4,17,10,26,109,14,6,33,54,25,5,7
,21,21,4,11,47,116,16,37,67,27,26,20,80
,10,18,19,11,59,25,22,24,74,79,17,49,20
,25,8,6,10,30,47,21,44,7,18,15,34,3
,4,27,16,6,13,95,1,48,41,85,75,80,74
,12,12,28,7,36,21,11,33,56,33,64,27,17
,5,11,20,17,1,118,24,26,34,33,77,50,10
,17,11,34,2,15,137,13,28,46,60,29,81,30
,12,12,23,4,57,47,17,11,16,11,54,54,64
,14,10,1,4,2,58,3,42,37,29,58,45,46
,23,3,27,14,12,38,9,15,11,35,32,4,67
,6,21,16,18,27,17,25,26,1,5,72,84,40
,9,18,1,16,39,129,1,42,71,24,57,7,55
,22,15,16,11,55,12,19,11,31,50,64,26,40
,3,21,24,9,12,89,16,38,31,41,26,14,38
,9,27,9,16,9,147,7,15,55,22,42,54,62
,21,15,34,20,44,89,14,8,62,39,20,33,59
,24,9,14,6,40,134,2,43,26,31,69,61,68
,14,26,25,10,1,122,20,49,61,64,57,35,37
,16,12,31,3,7,113,1,17,11,84,14,4,74
,22,5,5,2,28,87,1,2,72,78,61,54,71
,8,25,23,14,1,66,8,8,38,1,17,83,39
,1,11,21,2,32,3,6,42,47,64,41,12,80
,4,19,26,13,13,84,14,21,51,45,73,42,68
,14,11,14,8,8,56,21,3,50,13,67,5,50
,8,15,12,6,41,31,19,13,27,2,14,67,71
,7,21,4,11,43,7,14,29,64,70,64,61,60
,13,18,19,15,28,12,4,17,65,37,50,50,17
,3,11,13,18,25,56,17,13,19,38,17,56,33
,9,14,2,10,19,137,7,48,46,79,33,63,76
,24,11,31,16,22,113,18,21,69,31,42,24,83
,14,22,22,1,49,66,20,46,56,75,22,80,45
,24,17,20,4,52,115,10,23,69,36,62,82,15
,11,20,45,1,47,130,15,38,3,7,34,75,14
,2,18,48,17,4,137,15,9,32,71,63,49,57
,2,13,44,2,33,91,7,12,44,64,84,30,32
,21,19,46,11,20,85,11,46,64,50,42,75,28
,15,4,43,3,16,73,24,13,41,17,56,67,14
,5,8,1,14,51,78,6,12,44,68,64,17,21
,23,18,19,13,27,94,22,43,42,20,65,27,14
,20,29,15,5,59,130,16,44,73,10,50,64,77
,2,21,39,16,60,114,2,1,65,23,62,11,24
,10,15,14,20,55,60,22,28,44,44,4,72,7
,11,29,46,10,22,67,12,6,21,53,3,76,74
,1,15,4,9,6,18,8,17,65,42,12,77,21
,25,11,38,3,60,74,11,50,18,74,55,52,15
,8,26,17,7,29,122,12,7,26,11,74,64,73
,21,7,9,12,5,94,11,49,33,66,77,52,55
,17,17,3,10,49,140,24,34,25,25,25,46,57
,22,29,8,18,42,120,12,32,72,34,68,17,31
,18,5,17,17,2,86,5,5,48,17,19,64,6
,6,20,5,5,50,109,25,4,25,70,38,47,4
,19,16,13,20,23,102,16,13,30,49,29,82,29
,25,5,44,4,12,4,20,49,24,50,70,24,65
,5,29,39,5,20,62,2,44,35,67,61,38,39
,2,23,46,12,29,43,10,15,15,77,81,39,12
,21,17,39,18,51,27,18,10,42,58,66,61,78
,21,2,3,5,33,79,14,45,19,28,83,11,31
,14,2,18,11,19,78,14,17,70,11,55,80,25
,22,10,21,2,55,24,19,19,46,55,16,66,52
,8,21,33,11,7,56,11,22,4,47,52,85,49
,18,10,4,5,1,28,15,47,69,44,41,49,72
,10,9,9,8,46,110,13,8,20,34,11,59,37
,5,11,21,17,3,41,24,17,44,3,64,44,41
,19,23,46,12,25,18,17,2,31,1,1,24,9
,19,22,1,15,49,19,15,22,60,53,73,61,75
,3,8,49,8,42,147,19,25,47,23,71,18,69
,23,22,19,14,25,143,8,34,51,85,83,45,40
,2,28,31,11,34,126,6,23,71,8,43,38,39
,8,20,10,13,36,89,9,11,33,75,24,6,3
,12,18,13,14,53,45,6,29,28,38,1,45,42
,25,25,45,15,9,31,18,31,60,78,68,40,37
,4,25,11,10,17,60,25,4,48,56,70,49,84
,13,22,10,11,17,15,8,18,21,68,52,61,8
,1,15,16,3,10,20,10,45,66,12,60,52,14
,12,11,1,7,6,113,11,5,69,23,79,36,24
,19,14,32,17,55,61,4,11,54,1,27,57,22
,1,8,14,6,58,115,14,50,21,24,68,23,30
,9,12,3,6,31,103,23,23,18,45,69,56,11
,21,21,18,18,50,41,12,40,45,54,30,75,34
,9,12,47,9,29,125,12,27,71,57,2,8,48
,18,9,46,13,21,7,5,6,15,3,65,10,21
,25,7,14,12,40,133,21,3,13,22,31,36,72
,10,4,12,19,15,121,16,22,27,50,50,34,41
,17,16,18,14,9,66,25,48,69,53,35,53,17
,17,5,30,16,55,86,20,43,13,53,72,66,52
,21,18,22,19,4,6,24,12,16,11,2,59,33
,6,12,20,20,46,108,15,39,13,81,69,3,50
,17,13,33,17,57,141,2,32,22,9,25,65,57
,12,26,7,4,25,38,11,46,71,76,16,5,11
,14,10,19,5,32,81,2,37,29,2,43,37,5
,19,25,32,7,32,95,25,20,42,7,11,26,52
,16,2,21,5,24,1,14,3,13,22,80,32,83
,2,18,21,3,55,80,17,34,11,11,58,21,52
,2,6,49,6,22,142,6,42,15,39,68,15,85
,2,19,12,12,48,149,23,8,16,39,55,1,46
,13,25,44,16,28,83,21,43,18,13,37,55,70
,22,16,35,4,55,58,24,1,30,38,32,12,12
,2,1,20,4,32,73,15,36,18,44,59,49,27
,6,10,18,16,52,69,9,16,50,35,19,65,29
,25,5,7,3,8,31,9,30,64,61,79,68,56
,12,5,24,17,50,34,22,45,33,68,11,33,5
,15,3,25,3,15,102,10,48,60,83,42,66,36
,25,16,47,19,20,24,3,38,62,57,44,57,1
,24,23,29,14,7,23,2,22,67,78,14,7,23
,3,4,12,12,40,9,23,21,39,56,36,23,34
,9,23,14,16,4,142,2,40,67,8,85,44,8
,16,27,4,15,6,123,16,31,19,51,80,51,52
,19,7,1,11,30,2,17,13,19,75,52,59,45
,25,9,40,13,55,71,13,31,53,44,42,8,12
,5,2,23,2,43,69,22,32,37,80,81,24,3
,24,26,5,11,20,64,18,32,5,11,36,33,20
,20,8,27,16,56,58,3,41,70,80,19,73,23
,4,25,21,2,17,114,24,35,32,20,38,60,43
,20,8,37,12,16,15,23,10,47,2,39,65,26
,11,2,18,6,14,89,21,10,2,60,63,8,65
,11,7,28,16,14,7,21,50,39,57,4,67,34
,23,10,25,2,17,72,6,7,53,7,84,26,79
,19,21,36,13,11,33,20,14,48,49,1,6,51
,11,30,11,17,59,30,23,10,14,56,50,33,29
,25,10,24,19,1,58,8,13,13,28,82,22,58
,25,16,1,2,51,21,7,33,32,11,30,16,60
,19,10,26,11,15,125,12,21,60,70,19,42,3
,22,21,11,13,6,19,14,30,74,68,13,37,47
,11,3,19,13,48,19,9,34,29,63,62,45,59
,9,27,8,7,34,15,21,42,21,63,69,4,15
,19,23,16,17,46,142,14,3,4,58,4,58,43
,13,28,32,3,26,4,7,36,4,66,48,76,9
,16,6,7,9,23,103,15,36,38,11,84,48,40
,19,17,14,14,36,113,11,25,57,60,46,85,30
,17,22,28,19,34,144,6,7,12,22,77,70,41
,3,13,15,2,51,77,22,21,70,26,69,38,78
,6,26,1,13,32,86,8,10,47,85,62,38,72
,11,14,11,4,41,126,7,17,66,79,68,46,79
,12,21,19,1,34,79,14,46,31,52,30,76,83
,1,11,9,14,35,24,23,36,28,33,10,20,52
,12,26,24,2,17,87,24,8,23,79,75,75,24
,16,10,23,4,28,19,24,25,20,10,9,7,81
,10,16,20,9,37,36,3,48,47,78,16,85,25
,3,24,25,13,11,113,2,12,20,42,16,55,79
,22,20,31,1,14,31,3,16,28,30,13,72,52
,16,25,47,16,53,135,11,21,39,25,76,39,60
,10,10,9,14,30,64,15,23,61,71,40,62,11
,11,29,44,2,47,55,3,18,54,22,30,30,59
,21,5,14,12,42,40,19,39,50,73,49,85,63
,1,12,45,8,41,45,16,3,72,21,37,64,49
,7,21,32,8,41,83,17,45,59,19,49,47,71
,8,23,11,10,58,124,17,10,64,32,65,47,20
,21,20,20,12,46,133,23,2,2,45,60,65,21
,18,2,42,5,23,89,20,42,32,51,13,68,5
,9,30,2,7,13,35,10,12,68,22,73,48,34
,21,19,48,2,13,143,24,16,9,82,23,74,59
,21,27,10,1,19,138,6,37,42,82,63,67,49
,13,15,15,7,8,137,14,41,26,30,31,77,30
,8,21,33,10,42,144,25,44,62,84,2,81,5
,7,14,33,9,12,134,13,40,7,20,64,34,85
,18,23,19,8,48,51,13,12,60,4,46,75,63
,7,1,27,15,35,36,8,16,51,34,45,31,68
,21,26,36,7,36,70,20,49,8,53,10,22,12
,2,3,13,8,30,61,10,27,38,19,15,56,48
,19,4,3,9,4,59,7,10,47,33,55,59,9
,9,6,16,4,3,100,21,22,8,59,82,44,10
,11,20,26,12,4,6,17,29,43,33,35,84,75
,13,21,4,5,59,142,7,7,63,65,61,38,42
,10,22,50,15,40,71,1,40,7,39,58,41,53
,6,26,20,15,59,49,20,3,49,82,10,45,44
,22,8,3,4,23,63,12,26,12,58,84,9,12
,9,15,34,1,6,104,13,16,55,19,48,25,47
,13,11,2,3,1,27,16,27,20,76,46,45,84
,20,17,28,9,55,89,3,19,66,74,37,46,29
,3,8,24,17,13,10,11,3,44,75,31,42,24
,6,17,13,9,55,13,7,21,8,54,67,18,9
,24,2,41,20,46,124,14,48,36,30,59,73,65
,24,15,11,6,9,72,13,24,15,42,18,74,4
,19,29,13,4,56,49,16,42,41,1,67,61,18
,6,3,42,8,40,50,8,28,75,16,56,59,63
,23,12,42,6,24,137,5,19,48,80,25,28,24
,21,25,5,7,29,93,1,50,49,67,14,43,28
,18,30,39,3,40,115,12,15,55,44,50,75,60
,22,16,4,9,29,117,4,42,18,37,16,57,47
,17,8,43,12,54,102,22,39,47,15,7,66,12
,1,8,18,13,8,59,21,3,30,5,16,14,6
,8,10,18,11,42,55,6,33,12,84,72,8,61
,1,6,45,2,28,85,1,2,29,43,19,30,69
,2,10,1,17,57,34,2,37,69,10,57,47,75
,23,20,31,8,10,18,21,34,48,18,47,66,14
,10,7,42,12,2,21,2,45,48,70,75,58,76
,3,6,13,9,16,143,12,50,15,2,27,85,73
,8,20,43,18,25,97,22,2,56,4,1,11,35
,6,12,3,20,58,66,22,27,47,11,23,50,20
,23,22,10,20,57,75,7,26,11,2,50,64,28
,6,25,31,7,12,94,20,13,32,58,7,56,52
,19,16,4,3,30,149,1,10,8,41,3,6,3
,3,1,35,12,48,1,6,18,2,29,68,76,20
,22,15,12,11,6,59,24,13,29,64,16,10,29
,11,27,27,12,1,87,6,36,73,13,81,79,66
,19,18,2,10,47,122,3,7,49,73,48,17,73
,25,27,31,20,26,40,25,49,6,63,1,9,39
,24,29,39,20,17,66,11,49,23,50,19,37,40
,25,9,13,12,49,30,6,19,38,70,35,82,16
,19,18,28,5,44,42,9,37,56,9,83,74,6
,25,8,37,8,36,48,11,23,49,50,29,42,55
,24,9,21,14,60,61,16,32,68,18,46,24,53
,18,13,13,3,18,60,14,20,72,3,30,10,3
,13,22,14,19,10,88,23,30,8,62,85,82,40
,5,29,50,2,11,102,17,25,42,26,34,82,70
,20,26,9,6,43,67,18,9,60,56,52,24,64
,12,23,10,6,50,29,14,6,27,12,83,27,57
,2,8,4,13,20,117,8,24,53,24,47,42,13
,16,18,42,17,5,114,6,7,31,2,36,66,44
,18,21,18,14,40,148,8,9,70,82,15,23,84
,1,5,27,12,56,40,21,20,62,8,84,27,1
,17,14,19,8,6,74,22,28,35,17,60,34,28
,17,17,9,4,43,54,24,32,13,60,56,81,64
,2,17,13,15,6,45,3,11,4,83,59,45,30
,5,22,43,4,25,61,21,40,63,58,26,81,41
,12,16,46,13,58,4,23,7,40,81,45,4,24
,6,30,48,6,29,71,14,18,24,85,7,18,1
,16,14,13,3,7,73,10,27,73,64,33,81,46
,13,12,49,6,41,23,12,15,72,69,43,29,58
,4,24,44,13,31,146,10,44,35,80,50,67,1
,24,10,13,18,54,127,5,22,75,81,19,83,54
,13,27,19,10,17,23,2,28,67,64,70,33,75
,2,3,4,11,39,2,14,17,3,67,76,22,33
,16,25,30,18,13,135,6,47,2,23,54,28,26
,12,13,50,20,16,96,10,16,35,45,18,55,80
,21,7,35,20,23,143,9,22,2,67,27,49,68
,9,22,49,17,43,104,22,2,55,46,76,61,81
,5,9,24,5,28,38,7,18,15,5,34,52,83
,1,11,30,6,4,110,5,36,2,64,82,34,8
,25,30,38,4,48,41,13,50,20,43,1,85,73
,14,28,28,20,57,16,25,35,75,31,11,51,36
,1,19,13,2,22,79,18,5,18,49,35,59,33
,5,8,18,13,9,22,4,29,50,34,50,77,74
,20,2,46,1,8,38,10,38,31,36,53,54,18
,10,4,24,17,47,78,3,38,1,35,75,45,82
,7,8,29,16,40,76,25,26,46,1,9,65,48
,4,5,50,8,35,106,2,12,74,18,15,2,74
,24,12,12,12,47,98,8,35,49,11,45,83,14
,22,21,22,16,47,118,3,29,60,39,63,30,80
,24,26,50,1,4,29,22,35,4,5,21,32,28
,23,10,1,3,45,61,15,37,74,19,25,25,38
,14,16,50,4,25,107,10,42,20,15,43,70,67
,12,11,39,10,21,9,3,4,24,48,14,83,19
,14,12,30,1,37,105,8,28,57,48,25,40,62
,8,3,40,9,53,73,8,6,48,53,56,79,52
,12,17,33,5,37,128,5,17,70,4,13,38,1
,21,16,29,11,8,126,2,1,20,73,77,24,52
,1,25,16,1,59,86,21,43,51,46,8,57,63
,3,16,33,2,32,100,9,13,13,57,5,54,31
,16,24,17,17,21,2,4,35,20,56,59,37,2
,4,25,4,19,14,144,20,29,12,68,36,51,2
,1,22,27,16,22,104,11,22,16,21,85,76,41
,17,11,28,3,1,4,21,42,8,4,41,73,44
,24,18,34,5,52,18,21,21,54,66,53,72,6
,15,8,12,12,28,53,14,23,30,45,12,77,27
,1,9,34,13,3,117,22,38,42,55,69,22,48
